Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
"АБ""Украгазбанк""Бердичівське відділення""",поточний рахунок,UA813204780000026003924423074,252.51,"Всеукраїнське обʼєднання ""Батьківщина""",Бердичівська Міська Організація,25776991,Житомирська область,2020-12-31,"1,2,3,4",2020
АТ КБ Приватбанк Бердичівське відділення,поточний рахунок,UA143117440000026008055815853,-,"Всеукраїнське обʼєднання ""Батьківщина""",Бердичівська Районна Організація ,25923272,Житомирська область,2020-12-31,"1,2,3,4",2020
ТВБВ №10026/0888 філії – Головного управління по м. Києву та Київській області АТ «Державний Ощадний банк України»,поточний рахунок,UA113226690000026004300264318,226.62,"Всеукраїнське обʼєднання ""Батьківщина""",Білоцерківська Міська Організація  ,25822507,Київська область,2020-12-31,"1,2,3,4",2020
АТ КБ «Приватбанк»,поточний рахунок,UA323154050000026003052325579,0,"Всеукраїнське обʼєднання ""Батьківщина""",Білогірська Районна Організація,33977690,Хмельницька область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,UA213375460000026006055026215,0,"Всеукраїнське обʼєднання ""Батьківщина""",Білопільська Районна Організація ,37158372,Сумська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,UA213375460000026006055026215,0,"Всеукраїнське обʼєднання ""Батьківщина""",Білоцерківська Районна Організація,26002120,Київська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк"", МФО 353586",поточний рахунок,UA183535860000026009051430073,0,"Всеукраїнське обʼєднання ""Батьківщина""",Борзнянська Районна Організація,25932087,Чернігівська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк"", МФО 305299",поточний рахунок,UA193052990000026007016307458,,"Всеукраїнське обʼєднання ""Батьківщина""",Борзнянська Районна Організація,25932087,Чернігівська область,2020-12-31,"1,2,3,4",2020
"ТВБВ№10013/018 філії ЛОУ АТ ""Ощадбанк"", МФО 325796",поточний рахунок,UA553257960000026008300557006,0,"Всеукраїнське обʼєднання ""Батьківщина""",Бориславська Міська Організація ,25258685,Львівська область,2020-12-31,"1,2,3,4",2020
"АТ ""Украгазбанк"" Бориспільське відділення№54",поточний рахунок,UA423204780000026007212004327,100.38,"Всеукраїнське обʼєднання ""Батьківщина""",Бориспільська Міська Організація ,25951133,Київська область,2020-12-31,"1,2,3,4",2020
"АБ ""Украгазбанк"" Бориспільське відділення №54",поточний рахунок,UA123204780000026009212004314,0,"Всеукраїнське обʼєднання ""Батьківщина""",Бориспільська Районна Організація,25951185,Київська область,2020-12-31,"1,2,3,4",2020
"ПАТ КБ ""Приватбанк"",Бородянське відділення",поточний рахунок,UA213218420000026007053168170,0,"Всеукраїнське обʼєднання ""Батьківщина""",Бородянська Районна Організація,25931580,Київська область,2020-12-31,"1,2,3,4",2020
"ПАТ КБ ""Приватбанк"" (ЄДРПОУ 14360570, код банку 338783) номер рахунку UA 863387830000026008055115013",поточний рахунок,UA 863387830000026008055115013,0,"Всеукраїнське обʼєднання ""Батьківщина""",Борщівська Районна Організація ,25887702,Тернопілська область,2020-12-31,"1,2,3,4",2020
"ПАТ КБ ""Приватбанк""",поточний рахунок,UA383218420000026008053149303,12.43,"Всеукраїнське обʼєднання ""Батьківщина""",Броварська Міська Організація,25951446,Київська область,2020-12-31,"1,2,3,4",2020
"ТВВБ № 10013/0149 філії Львівського обласного управління АТ ""Ощадбанк"", МФО 325796",поточний рахунок,UA933257960000026005300558752,0,"Всеукраїнське обʼєднання ""Батьківщина""",Бродівська Районна Організація,25254434,Львівська область,2020-12-31,"1,2,3,4",2020
"Філія-Житомирське обласне управління АТ""Ощадбанк""смт.Брусилів",поточний рахунок,UA533116470000026006300952455,450.58,"Всеукраїнське обʼєднання ""Батьківщина""",Брусилівська Районна Організація,33757910,Житомирська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,UA073375460000026004055018872,0,"Всеукраїнське обʼєднання ""Батьківщина""",Буринська Районна Організація ,24015940,Сумська область,2020-12-31,"1,2,3,4",2020
"ТВБВ №10013/051 філії Львівське обласне управління АТ ""Ощадбанк"", МФО 325796",поточний рахунок,UA763257960000026000300553893,0,"Всеукраїнське обʼєднання ""Батьківщина""",Буська Районна Організація,25256924,Львівська область,2020-12-31,"1,2,3,4",2020
"ПАТ КБ ""Приватбанк"" ЄДРПОУ 14360570, код банку 321842",поточний рахунок,UA423218420000026006000100290,0,"Всеукраїнське обʼєднання ""Батьківщина""",Бучанська Міська Організація ,35095489,Київська область,2020-12-31,"1,2,3,4",2020
"АТ КБ ""Приватбанк""",поточний рахунок,UA733375460000026003055022568,171.21,"Всеукраїнське обʼєднання ""Батьківщина""",Великописарівська Районна Організація,24016253,Сумська область,2020-12-31,"1,2,3,4",2020
