Вид фінансових зобовʼязань,Дата виникнення,Сума (вартість) зобовʼязання на момент виникнення,Дата припинення,Сума (вартість) зобовʼязання на момент припинення,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Місце проживання (для фіз. осіб)/Юридична адреса (для юр. осіб),"Сума (вартість) на кінець звітного періоду, грн",Тип особи,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний об'єкт,Квартал,Рік
грошова застава,2020-07-01,4440.0,2020-12-31 00:00:00,,ПЕРЕМИШЛЯНСЬКА МІСЬКА ТЕРИТОРІАЛЬНА ВИБОРЧА КОМІСІЯ ЛЬВІВСЬКОГО РАЙОНУ ЛЬВІВСЬКОЇ ОБЛАСТІ,43757896.0,"Україна, 81200, Львівська обл., Перемишлянський р-н, місто Перемишляни, вул.Привокзальна, будинок 3",4440.0,юридична особа,Об’єднання «САМОПОМІЧ»,Львівська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,38582948,Львівська область,4,2020
грошова застава,2020-07-01,4570.0,2020-12-31 00:00:00,,ХОДОРІВСЬКА МІСЬКА ТЕРИТОРІАЛЬНА ВИБОРЧА КОМІСІЯ СТРИЙСЬКОГО РАЙОНУ ЛЬВІВСЬКОЇ ОБЛАСТІ,43759170.0,"81750, Львівська обл., Жидачівський р-н, місто Ходорів, вул.Грушевського М., будинок 29",4570.0,юридична особа,Об’єднання «САМОПОМІЧ»,Львівська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,38582948,Львівська область,4,2020
грошова застава,2020-07-01,19844.0,2020-12-31 00:00:00,,ЧЕРВОНОГРАДСЬКА МІСЬКА ТЕРИТОРІАЛЬНА ВИБОРЧА КОМІСІЯ ЧЕРВОНОГРАДСЬКОГО РАЙОНУ ЛЬВІВСЬКОЇ ОБЛАСТІ,43757862.0,"80100, Львівська обл., місто Червоноград, пр.Шевченка Т., будинок 19",19844.0,юридична особа,Об’єднання «САМОПОМІЧ»,Львівська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,38582948,Львівська область,4,2020
грошова застава,2020-07-01,3061.0,2020-12-31 00:00:00,,СХІДНИЦЬКА СЕЛИЩНА ТЕРИТОРІАЛЬНА ВИБОРЧА КОМІСІЯ ДРОГОБИЦЬКОГО РАЙОНУ ЛЬВІВСЬКОЇ ОБЛАСТ,43789294.0,"82391, Львівська обл., місто Борислав, селище міського типу Східниця, вул.Промислова, будинок 1",3061.0,юридична особа,Об’єднання «САМОПОМІЧ»,Львівська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,38582948,Львівська область,4,2020
телебачення,2020-07-01,12000.0,2020-12-31 00:00:00,,"ТОВ ""ТЕЛЕКАНАЛ ПРАВДАТУТ ЛЬВІВ""",41865341.0,"Україна, 79020, Львівська обл., місто Львів, ВУЛИЦЯ МАЛОГОЛОСКІВСЬКА, будинок 30",12000.0,юридична особа,Об’єднання «САМОПОМІЧ»,Львівська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,38582948,Львівська область,4,2020
грошова застава,2020-07-01,262580.0,2020-12-31 00:00:00,,ЛЬВІВСЬКА МІСЬКА ТЕРИТОРІАЛЬНА ВИБОРЧА КОМІСІЯ ЛЬВІВСЬКОГО РАЙОНУ ЛЬВІВСЬКОЇ ОБЛАСТІ,43758292.0,"79008, Львівська обл., місто Львів, пл.Ринок, будинок 1",262580.0,юридична особа,Об’єднання «САМОПОМІЧ»,Львівська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,38582948,Львівська область,4,2020
радіо,2020-07-01,3600.0,2020-12-31 00:00:00,,"ПП ""ТРК ""Західна Столиця""",31804544.0,"79020, Львівська обл., місто Львів, Шевченківський район, ВУЛИЦЯ Ю.ЛИПИ, будинок 45, квартира 41",3600.0,юридична особа,Об’єднання «САМОПОМІЧ»,Львівська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,38582948,Львівська область,4,2020
грошова застава,2020-07-01,27452.0,2020-12-31 00:00:00,,ЗОЛОЧІВСЬКА РАЙОННА ТЕРИТОРІАЛЬНА ВИБОРЧА КОМІСІЯ ЛЬВІВСЬКОЇ ОБЛАСТІ,43764772.0,"80700, Львівська обл., Золочівський р-н, місто Золочів, вул.Чорновола В., будинок 3",27452.0,юридична особа,Об’єднання «САМОПОМІЧ»,Львівська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,38582948,Львівська область,4,2020
реклама на конструкціях,2020-07-01,73490.4,2020-12-31 00:00:00,,НАША СПРАВА АУТДОР,37123329.0,"	79018, Львівська обл., місто Львів, Залізничний район, ВУЛИЦЯ СТОРОЖЕНКА, будинок 12",73490.4,юридична особа,Об’єднання «САМОПОМІЧ»,Львівська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,38582948,Львівська область,4,2020
грошова застава,2020-07-01,8659.0,2020-12-31 00:00:00,,КАМ'ЯНКА-БУЗЬКА МІСЬКА ТЕРИТОРІАЛЬНА ВИБОРЧА КОМІСІЯ ЛЬВІВСЬКОГО РАЙОНУ ЛЬВІВСЬКОЇ ОБЛАСТІ,43774508.0,"80400, Львівська обл., Кам'янка-Бузький р-н, місто Кам'янка-Бузька, вул.Шевченка, будинок 2",8659.0,юридична особа,Об’єднання «САМОПОМІЧ»,Львівська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,38582948,Львівська область,4,2020
грошова застава,2020-07-01,2721.0,2020-12-31 00:00:00,,ВЕЛИКОМОСТІВСЬКА МІСЬКА ТЕРИТОРІАЛЬНА ВИБОРЧА КОМІСІЯ ЧЕРВОНОГРАДСЬКОГО РАЙОНУ ЛЬВІВСЬКОЇ ОБЛАСТІ,43760118.0,"Україна, 80074, Львівська обл., Сокальський р-н, місто Великі Мости, вул.Шевченка, будинок 8",2721.0,юридична особа,Об’єднання «САМОПОМІЧ»,Львівська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,38582948,Львівська область,4,2020
грошова застава,2020-07-01,3003.0,2020-12-31 00:00:00,,КРАСНЕНСЬКА СЕЛИЩНА ТЕРИТОРІАЛЬНА ВИБОРЧА КОМІСІЯ ЗОЛОЧІВСЬКОГО РАЙОНУ ЛЬВІВСЬКОЇ ОБЛАСТІ,43796390.0,"80560, Львівська обл., Буський р-н, селище міського типу Красне, вул.Франка І., будинок 2А",3003.0,юридична особа,Об’єднання «САМОПОМІЧ»,Львівська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,38582948,Львівська область,4,2020
грошова застава,2020-07-01,6838.0,2020-12-31 00:00:00,,БРОДІВСЬКА МІСЬКА ТЕРИТОРІАЛЬНА ВИБОРЧА КОМІСІЯ ЗОЛОЧІВСЬКОГО РАЙОНУ ЛЬВІВСЬКОЇ ОБЛАСТІ,43761860.0,"Україна, 80600, Львівська обл., Бродівський р-н, місто Броди, пл.Ринок, будинок 1",6838.0,юридична особа,Об’єднання «САМОПОМІЧ»,Львівська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,38582948,Львівська область,4,2020
конференція,2020-07-01,178543.84,2020-12-31 00:00:00,,"ТОВ ""Бренд Івентс""",43043807.0,"	79000, Львівська обл., місто Львів, ПЛОЩА МІЦКЕВИЧА, будинок 8",178543.84,юридична особа,Об’єднання «САМОПОМІЧ»,Львівська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,38582948,Львівська область,4,2020
грошова застава,2020-07-01,6717.0,2020-12-31 00:00:00,,БОРИСЛАВСЬКА МІСЬКА ТЕРИТОРІАЛЬНА ВИБОРЧА КОМІСІЯ ДРОГОБИЦЬКОГО РАЙОНУ ЛЬВІВСЬКОЇ ОБЛАСТІ,43774356.0,"Україна, 82300, Львівська обл., місто Борислав, вул.Шевченка, будинок 42",6717.0,юридична особа,Об’єднання «САМОПОМІЧ»,Львівська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,38582948,Львівська область,4,2020
грошова застава,2020-07-01,2811.0,2020-12-31 00:00:00,,СОЛОНКІВСЬКА СІЛЬСЬКА ТЕРИТОРІАЛЬНА ВИБОРЧА КОМІСІЯ ЛЬВІВСЬКОГО РАЙОНУ ЛЬВІВСЬКОЇ ОБЛАСТ,43804626.0,"81131, Львівська обл., Пустомитівський р-н, село Солонка, вул.Центральна, будинок 1",2811.0,юридична особа,Об’єднання «САМОПОМІЧ»,Львівська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,38582948,Львівська область,4,2020
Грошова застава,2020-09-24,18901.0,2020-09-24 00:00:00,0,Павлоградська міська територіальна виборча комісія Павлоградського району Дніпропетровській області,43758533.0,"Україна, 51400, Дніпропетровська обл., місто Павлоград, вул.Соборна, будинок 115",18901.0,юридична особа,Об’єднання «САМОПОМІЧ»,Павлоградська міська організація Політичної партії «Об’єднання «САМОПОМІЧ»,39953496,Дніпропетровська область,4,2020
Комісія банку,2020-09-24,102.0,2020-10-01 00:00:00,0,"АТ КБ ""ПРИВАТБАНК""",14360570.0," Україна, 01001, місто Киів, ВУЛИЦЯ ГРУШЕВСЬКОГО, будинок 1Д",102.0,юридична особа,Об’єднання «САМОПОМІЧ»,Павлоградська міська організація Політичної партії «Об’єднання «САМОПОМІЧ»,39953496,Дніпропетровська область,4,2020
Комісія банку,2020-09-23,4.0,2020-09-23 00:00:00,0,"АТ КБ ""ПРИВАТБАНК""",14360570.0,"Україна, 01001, мисто Киів, ВУЛИЦЯ ГРУШЕВСЬКОГО, будинок 1Д",4.0,юридична особа,Об’єднання «САМОПОМІЧ»,Полтавська міська організація Політичної партії «Об’єднання «САМОПОМІЧ»,39959676,Полтавська область,4,2020
Грошова застава,2020-09-18,17819.0,2020-09-18 00:00:00,0,Лубенська міська територіальна виборча комісія Лубенського району Полтавської області,43755710.0,"Україна, 37500, Полтавська обл., місто Лубни, пр.Володимирський, будинок 16",17819.0,юридична особа,Об’єднання «САМОПОМІЧ»,Полтавська міська організація Політичної партії «Об’єднання «САМОПОМІЧ»,39959676,Полтавська область,4,2020
Місцеві вибори,2020-10-02,60082.0,2020-10-11 00:00:00,0,"ПОЛТАВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПП ""ОБ'ЄДНАННЯ""САМОПОМІЧ""",39995908.0,"Україна, 36000, місто Полтава, вулиця Сковороди, будинок 2в ",60082.0,юридична особа,Об’єднання «САМОПОМІЧ»,Полтавська міська організація Політичної партії «Об’єднання «САМОПОМІЧ»,39959676,Полтавська область,4,2020
Орендна плата,2017-03-02,3.24,1900-01-03 05:45:36,,"КП ""Управління майновим комплексом"" Рівненської районної ради",35597574.0,"35350, Рівненська область, Рівненський район, смт. Квасилів, вул. Молодіжна, 18",,юридична особа,Об’єднання «САМОПОМІЧ»,Рівненська районна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39962689,Рівненська область,4,2020
Комісія банку,2020-09-24,139.23,2020-09-30 00:00:00,0,"АБ ""УКРГАЗБАНК""",23697280.0,"Україна, 03087, місто Київ, ВУЛИЦЯ ЄРЕВАНСЬКА, будинок 1",139.23,юридична особа,Об’єднання «САМОПОМІЧ»,Сумська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,40782474,Сумська область,4,2020
Грошова застава,2020-09-24,20807.0,2020-09-24 00:00:00,0,Шосткинська міська територіальна виборча комісія Шосткинського району Сумської області,43755506.0,"Україна, 41100, Сумська обл., місто Шостка, вул.Садовий бульвар, будинок 14",20807.0,юридична особа,Об’єднання «САМОПОМІЧ»,Сумська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,40782474,Сумська область,4,2020
Грошова застава,2020-09-24,18419.0,2020-09-24 00:00:00,0,КОНОТОПСЬКА МІСЬКА ТЕРИТОРІАЛЬНА ВИБОРЧА КОМІСІЯ КОНОТОПСЬКОГО РАЙОНУ СУМСЬКОЇ ОБЛАСТІ,43756871.0,"41600, Сумська обл., місто Конотоп, вул.Хмельницького Богдана, будинок 24",18419.0,юридична особа,Об’єднання «САМОПОМІЧ»,Сумська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,40782474,Сумська область,4,2020
Грошова застава,2020-09-24,12951.0,2020-09-24 00:00:00,0,ОХТИРСЬКА МІСЬКА ТЕРИТОРІАЛЬНА ВИБОРЧА КОМІСІЯ ОХТИРСЬКОГО РАЙОНУ СУМСЬКОЇ ОБЛАСТІ,43755930.0,"Україна, 42700, Сумська обл., місто Охтирка, вул.Незалежності, будинок 11",12951.0,юридична особа,Об’єднання «САМОПОМІЧ»,Сумська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,40782474,Сумська область,4,2020
Грошова застава,2020-09-24,6238.0,2020-09-24 00:00:00,0,Глухівська міська територіальна виборча комісія Шосткинського району Сумської області,43755039.0,"Україна, 41400, Сумська обл., місто Глухів, вул.Путивльська, будинок 1",6238.0,юридична особа,Об’єднання «САМОПОМІЧ»,Сумська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,40782474,Сумська область,4,2020
комісія банку,2020-09-15,102.0,2020-10-01 00:00:00,0,"АТ КБ ""Приватбанк""",14360570.0,"Україна, 01001, місто Київ, ВУЛИЦЯ ГРУШЕВСЬКОГО, будинок 1Д",102.0,юридична особа,Об’єднання «САМОПОМІЧ»,Тернопільська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39915272,Тернопільська область,4,2020
грошова застава,2020-09-15,4328.0,2020-09-15 00:00:00,0,БЕРЕЖАНСЬКА МІСЬКА ТЕРИТОРІАЛЬНА ВИБОРЧА КОМІСІЯ ТЕРНОПІЛЬСЬКОГО РАЙОНУ ТЕРНОПІЛЬСЬКОЇ ОБЛАСТІ,43768012.0,"47501, Тернопільська обл., місто Бережани(пн), вул.Лепких, будинок 3в",4328.0,юридична особа,Об’єднання «САМОПОМІЧ»,Тернопільська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39915272,Тернопільська область,4,2020
Прапори,2020-12-03,5046.0,2020-12-03 00:00:00,0,ФОП Бушковський Віталій Володимирович,,"61143, Харківська обл., місто Харків, вул. ГРИЦЕВЦЯ, буд. 11, кв. 54",5046.0,фізична особа,Об’єднання «САМОПОМІЧ»,Харківська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39916302,Харківська область,4,2020
Грошова застава,2020-09-23,5248.0,2020-09-23 00:00:00,0,Люботинська міська територіальна виборча комісія Харківського району,43755286.0,"вул. Шевченка, 130, м. Люботин, Харківський р-н, Харківська обл., 62433",5248.0,юридична особа,Об’єднання «САМОПОМІЧ»,Харківська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39916302,Харківська область,4,2020
Розрахунково-касове обслуговування,2020-11-16,202.0,2020-11-16 00:00:00,0," АТ КБ ""ПРИВАТБАНК""",14360570.0," 01001, місто Київ, вул. ГРУШЕВСЬКОГО, буд. 1Д",202.0,юридична особа,Об’єднання «САМОПОМІЧ»,Харківська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39916302,Харківська область,4,2020
канцтовари,2020-11-13,36456.31,2020-11-30 00:00:00,,ФОП Проточенко Л.М.,,"75721, Херсонська обл., с. Лиманське, вул. В.Мороз, б.11",36456.31,фізична особа,Об’єднання «САМОПОМІЧ»,Херсонська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39970140,Херсонська область,4,2020
Грошова застава,2020-09-21,11121.0,2020-09-22 00:00:00,,Скадовська міська територіальна виборча комісія Скадовського району,43756080.0,"75700, Херсонська обл., м. Скадовськ, вул. Гагаріна, 63",11121.0,фізична особа,Об’єднання «САМОПОМІЧ»,Херсонська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39970140,Херсонська область,4,2020
Грошова застава,2020-09-22,3265.0,2020-09-22 00:00:00,,Каланчацька селищна територіальна виборча комісія Скадовського району,43782739.0,"75800, Херсонська обл., Скадовський р-н, смт Каланчак, вул. Херсонська, ад.будівля Каланчацької селищної ради 3-й поверх",3265.0,юридична особа,Об’єднання «САМОПОМІЧ»,Херсонська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39970140,Херсонська область,4,2020
Комісія банку,2020-09-21,329.43,2020-09-30 00:00:00,,АТ «РАЙФФАЙЗЕН БАНК АВАЛЬ»,14305909.0,"м. Київ, вул. Лєскова, 
буд. 9",329.43,юридична особа,Об’єднання «САМОПОМІЧ»,Херсонська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39970140,Херсонська область,4,2020
Грошова застава,2020-09-23,1000.0,2020-09-23 00:00:00,,Лазурненська селищна територіальна виборча комісія Скадовського району,43785263.0,"75722, Херсонська обл., Скадовський р-н, смт Лазурне, вул. Жовтнева, 57",1000.0,юридична особа,Об’єднання «САМОПОМІЧ»,Херсонська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39970140,Херсонська область,4,2020
Грошова застава,2020-09-23,3000.0,2020-09-23 00:00:00,,Бехтерська сільська територіальна виборча комісія Скадовського району,43784927.0,"75650, Херсонська обл., Скадовський р-н, с. Бехтери, вул. Благодатна, 51",3000.0,юридична особа,Об’єднання «САМОПОМІЧ»,Херсонська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39970140,Херсонська область,4,2020
Грошова застава,2020-09-24,22089.0,2020-09-24 00:00:00,,Скадовська районна територіальна виборча комісія,43760228.0,"75700, Херсонська обл., Скадовський р-н, м. Скадовськ, вул. Олександрівська, 34",22089.0,юридична особа,Об’єднання «САМОПОМІЧ»,Херсонська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39970140,Херсонська область,4,2020
Комісія банку,2020-09-22,106.0,2020-12-31 00:00:00,,Херсонська філія АТ КБ «Приватбанк»,14360570.0," 01001, м. Київ, вул. Грушевського, буд. 1Д",106.0,юридична особа,Об’єднання «САМОПОМІЧ»,Херсонська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39970140,Херсонська область,4,2020
Поліграфія,2020-11-07,11305.0,2020-11-17 00:00:00,0,ХАРЧЕНКО ВАДИМ ВОЛОДИМИРОВИЧ,,"30100, Хмельницька обл., Шепетівський р-н, місто Нетішин, вул.Шевченка, будинок 2, квартира 116",11305.0,фізична особа,Об’єднання «САМОПОМІЧ»,Хмельницька обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39935131,Хмельницька область,4,2020
Грошова застава,2020-09-21,17419.0,2020-09-21 00:00:00,0,Кам'янець-Подільська міська територіальна виборча комісія Кам'янець-Подільського району Хмельницької області,43756253.0,"32302, Хмельницька обл., м. Кам'янець-Подільський(з), Відродження майдан, буд. 1",17419.0,юридична особа,Об’єднання «САМОПОМІЧ»,Хмельницька обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39935131,Хмельницька область,4,2020
Грошова застава,2020-09-21,9236.0,2020-09-21 00:00:00,0,Старокостянтинівська міська територіальна виборча комісія Хмельницького району Хмельницької області,43760799.0,"31100, Хмельницька обл., місто Старокостянтинів(з), вул.Острозького, будинок 43",9236.0,юридична особа,Об’єднання «САМОПОМІЧ»,Хмельницька обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39935131,Хмельницька область,4,2020
Грошова застава,2020-09-22,10513.0,2020-09-22 00:00:00,0,Красилівська міська територіальна виборча комісія Хмельницького району Хмельницької області,43757545.0,"31000, Хмельницька обл., Красилівський р-н, місто Красилів(з), пл.Незалежності, будинок 2",10513.0,юридична особа,Об’єднання «САМОПОМІЧ»,Хмельницька обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39935131,Хмельницька область,4,2020
Грошова застава,2020-09-22,5855.0,2020-09-22 00:00:00,0,Славутська міська територіальна виборча комісія Шепетівського району Хмельницької області,43759191.0,"30000, Хмельницька обл., місто Славута(з), вул.Козацька, будинок 132А",5855.0,юридична особа,Об’єднання «САМОПОМІЧ»,Хмельницька обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39935131,Хмельницька область,4,2020
Грошова застава,2020-09-23,10933.0,2020-09-23 00:00:00,0,Нетішинська міська територіальна виборча комісія Шепетівського району Хмельницької області,43776058.0,"30100, Хмельницька обл., місто Нетішин(з), вул.Шевченка, будинок 1",10933.0,юридична особа,Об’єднання «САМОПОМІЧ»,Хмельницька обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39935131,Хмельницька область,4,2020
Розрахунково-касове обслуговування,2020-09-18,223.0,2020-11-02 00:00:00,0,"АТ КБ ""ПриватБанк""",14360570.0,"01001, м. Київ, вул. Грушевського, буд. 1Д",223.0,юридична особа,Об’єднання «САМОПОМІЧ»,Хмельницька обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39935131,Хмельницька область,4,2020
Поповнення накопичувального рахунку,2020-10-08,29470.0,2020-10-08 00:00:00,0,"ХОО ПП ""Об'єднання Самопомiч""",39935131.0," 29027, Хмельницька обл., м. Хмельницький, вул. Панаса Мирного, буд. 28, кв. 45",29470.0,юридична особа,Об’єднання «САМОПОМІЧ»,Хмельницька обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39935131,Хмельницька область,4,2020
Комісія банку,2020-09-28,389.32,2020-12-01 00:00:00,0,"ФІЛІЯ-ЧЕРНІВЕЦЬКЕ ОУ ПАТ ""ДЕРЖАВНИЙ ОЩАДНИЙ БАНК УКРАЇНИ""",9356307.0,"Україна, 58013, Чернівецька обл., місто Чернівці, ЧЕРВОНОАРМІЙСЬКА, будинок 244",389.32,юридична особа,Об’єднання «САМОПОМІЧ»,Хотинська міська організація Політичної партії «Об’єднання «САМОПОМІЧ»,43832260,Чернівецька область,4,2020
Грошова застава,2020-09-28,8340.0,2020-09-28 00:00:00,0,ХОТИНСЬКА МІСЬКА ТЕРИТОРІАЛЬНА ВИБОРЧА КОМІСІЯ ДНІСТРОВСЬКОГО РАЙОНУ ЧЕРНІВЕЦЬКОЇ ОБЛАСТІ,43767878.0,"Україна, 60000, Чернівецька обл., Хотинський р-н, місто Хотин, вул.Незалежності, будинок 52",8340.0,юридична особа,Об’єднання «САМОПОМІЧ»,Хотинська міська організація Політичної партії «Об’єднання «САМОПОМІЧ»,43832260,Чернівецька область,4,2020
Бухгалтерські послуги,2020-10-01,12887.29,2020-11-19 00:00:00,0,ФОП ПОШТАРЕНКО ІРИНА ОЛЕКСАНДРІВНА,,"Україна, 18021, Черкаська обл., місто Черкаси, ВУЛИЦЯ ГЕРОЇВ ДНІПРА, будинок 23, квартира 161",12887.29,фізична особа,Об’єднання «САМОПОМІЧ»,Черкаська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39219693,Черкаська область,4,2020
Банківські послуги,2020-09-23,195.2,2020-11-30 00:00:00,0,"АБ ""УКРГАЗБАНК""",23697280.0,"03087, м.Київ, вул. Єреванська, 2",195.2,юридична особа,Об’єднання «САМОПОМІЧ»,Черкаська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39219693,Черкаська область,4,2020
Грошова застава,2020-09-23,2631.0,2020-09-23 00:00:00,0,"Лисянська селищна ТВК Звенигородського р-ну
Черк.обл.",43770985.0,"19300, Черкаська обл., Лисянський р-н, смт. Лисянка, пл. Миру, 30",2631.0,юридична особа,Об’єднання «САМОПОМІЧ»,Черкаська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39219693,Черкаська область,4,2020
Грошова застава,2020-09-23,2713.0,2020-09-23 00:00:00,0,Руськополянська сільська ТВК Черк.р-ну,43795989.0,"19602, Черкаська обл., Черкаський р-н, с. Руська Поляна, вул. Шраменка, 53",2713.0,юридична особа,Об’єднання «САМОПОМІЧ»,Черкаська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39219693,Черкаська область,4,2020
Грошова застава,2020-09-23,10740.0,2020-09-23 00:00:00,0,Жашківська міська ТВК Уманського р-ну,43756274.0,"19200, Черкаська обл., Уманський р-н, м. Жашків, вул. Соборна, 49",10740.0,юридична особа,Об’єднання «САМОПОМІЧ»,Черкаська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39219693,Черкаська область,4,2020
Грошова застава,2020-09-23,10944.0,2020-09-23 00:00:00,0,Монастирищенська міська ТВК Уманського р-ну,43774089.0,"19101, Черкаська обл., Уманський р-н, м. Монастирище, вул. Соборна, 121",10944.0,юридична особа,Об’єднання «САМОПОМІЧ»,Черкаська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39219693,Черкаська область,4,2020
Грошова застава,2020-09-23,3423.0,2020-09-23 00:00:00,0,"Маньківська селищна ТВК Уманського р-ну, Черкаської обл.",43782456.0,"20101, Черкаська обл., Уманський р-н, смт. Маньківка, вул. Шевченка, 9",3423.0,юридична особа,Об’єднання «САМОПОМІЧ»,Черкаська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39219693,Черкаська область,4,2020
Грошова застава,2020-09-23,9179.0,2020-09-23 00:00:00,0,Городищенська міська ТВК Черк.р-ну,43787674.0,"19500, Черкаська обл., Черкаський р-н, м. Городище, пл.Миру, 3",9179.0,юридична особа,Об’єднання «САМОПОМІЧ»,Черкаська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39219693,Черкаська область,4,2020
Грошова застава,2020-09-23,3880.0,2020-09-23 00:00:00,0,Кам'янська міська ТВК Черк.р-ну,43787784.0,"20801,Черкаська обл.,Черкаський р-н, м.Кам'янка, вул. Героїв Майдану, 37",3880.0,юридична особа,Об’єднання «САМОПОМІЧ»,Черкаська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39219693,Черкаська область,4,2020
Грошова застава,2020-09-23,5266.0,2020-09-23 00:00:00,0,Канівська міська ТВК Черк.р-ну,43758769.0,"19000,Черкаська обл.,Черкаський р-н м.Канів,вул.Героїв Небесної Сотні,66",5266.0,юридична особа,Об’єднання «САМОПОМІЧ»,Черкаська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39219693,Черкаська область,4,2020
Грошова застава,2020-09-23,3910.0,2020-09-23 00:00:00,0,Корсунь-Шевченківська міська ТВК Черк.р-ну,43771046.0,"19402,Черк.обл.,Черк.р-н,м.Корсунь-Шевченк-кий,вул. Ак.О.Захарченка,1",3910.0,юридична особа,Об’єднання «САМОПОМІЧ»,Черкаська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39219693,Черкаська область,4,2020
Грошова застава,2020-09-23,13192.0,2020-09-23 00:00:00,0,Уманська міська ТВК Уманського р-ну,43759118.0,"20301, Черкаська обл., Уманський р-н, м. Умань, вул. Європейська,1",13192.0,юридична особа,Об’єднання «САМОПОМІЧ»,Черкаська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39219693,Черкаська область,4,2020
Грошова застава,2020-09-23,2975.0,2020-09-23 00:00:00,0,Паланська сільська ТВК Уманського р-ну,43795114.0,"20340, Черкаська обл., Уманський р-н, с. Паланка, вул. Грушевського, 9",2975.0,юридична особа,Об’єднання «САМОПОМІЧ»,Черкаська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39219693,Черкаська область,4,2020
Грошова застава,2020-09-23,25174.0,2020-09-23 00:00:00,0,Золотоніська районна ТВК Черк.обл.,43766062.0,"19700, Черкаська обл., м.Золотоноша,  вул.Садовий проїзд5",25174.0,юридична особа,Об’єднання «САМОПОМІЧ»,Черкаська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39219693,Черкаська область,4,2020
Грошова застава,2020-09-24,43679.0,2020-09-24 00:00:00,0,Уманська районна ТВК Черк.обл.,43759186.0,"20304, Черкаська обл., м. Умань, вул.Залізняка 2А",43679.0,юридична особа,Об’єднання «САМОПОМІЧ»,Черкаська обласна організація Політичної партії «Об’єднання «САМОПОМІЧ»,39219693,Черкаська область,4,2020
